,Area Name,Employment(1),Employment percent relative standard error(3),Hourly mean wage,Annual mean wage(2),Wage percent relative standard error(3),Hourly 10th percentile wage,Hourly 25th percentile wage,Hourly median wage,Hourly 75th percentile wage,Hourly 90th percentile wage,Annual 10th percentile wage(2),Annual 25th percentile wage(2),Annual median wage(2),Annual 75th percentile wage(2),Annual 90th percentile wage(2),"Employment per 1,000 jobs",Location Quotient,city,state_id,RegionID,SizeRank,RegionName,RegionType,StateName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,city_ascii,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
13,"Appleton, WI(0011540)",600,6,49.03,101970,1.3,31.73,38.7,47.7,60.23,64.31,66000,80500,99210,125270,133770,4.971,0.48,Appleton,WI,394334.0,197.0,"Appleton, WI",msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.4451690220956,944.086158828776,965.8920103288616,974.2423917401208,980.6563744415548,983.4050393939084,995.4340731393391,995.3689733558248,1007.32423017011,1016.3834314742882,1029.4787367186273,1021.9841689055568,1004.7601865308897,1005.3131941577096,1028.488536352644,1049.370227148574,1058.1871748384467,1046.9277127706796,1065.5965601191638,1069.0072680151848,1092.614024864025,Appleton,Wisconsin,55087,Outagamie,44.278,-88.3892,218448,1150.9,shape,False,True,America/Chicago,2,54914 54915 54913 54911 54912 54919,1840002400
14,"Asheville, NC(0011700)",850,5.5,52.4,109000,3.9,27.16,38.46,50.69,61.85,72.97,56490,80000,105430,128640,151780,4.346,0.42,Asheville,NC,394338.0,121.0,"Asheville, NC",msa,NC,994.7264878110432,989.0452064551748,995.5040234328004,1009.091242828974,1019.2639654319312,1021.9888497594936,1028.642431960153,1040.092789013466,1046.7883983604509,1046.3221544649912,1043.1790996655502,1045.469773002951,1053.0462168153838,1051.1736891385638,1051.6966184662358,1059.9522708413492,1074.4940912390691,1099.377052441876,1107.610819886157,1109.4604031576175,1107.887742489192,1102.6607540056732,1099.6334431660448,1087.5691574182997,1099.7020690448403,1108.0523663134984,1130.574244536752,1129.9004842854436,1143.4921912894647,1142.326763433102,1147.3303601431578,1155.0300020783466,1160.384656343214,1170.0980957145257,1166.6197882771444,1178.9470106922388,1181.2842420957977,1181.797502259123,1186.3068992049368,1191.5025302900754,1201.8884985260297,1201.4414291766047,1204.7356284820594,1209.9637834557657,1217.4108799872797,1221.3341248899974,1232.6579954548777,1234.7503681598391,1247.4715296941615,1246.3170291382687,1247.4235990888917,1243.761506224233,1254.9337759198074,1262.9023752156309,1273.4991728676684,1277.1242731297727,1281.921470558547,1272.2616704352106,1270.9763002644809,1278.6278110632338,1284.218150087073,1294.4676784798723,1285.9713807772046,1286.2369241295837,1280.3919578731395,1290.1048987139193,1305.2968377927602,1317.192985347795,1337.0331559054462,1345.2359604703638,1349.0182781832457,1346.5409980244235,1369.098176453537,1381.9580307336437,1400.03046080417,1411.7831089783124,1434.477564475456,1469.1323857648133,1500.7076132095171,1541.6257405457677,1558.9592660219332,1578.8643045958388,1586.1463711328315,1611.1935808118976,1630.163920801867,1644.4461218162342,1650.5769327843664,1661.89157107947,1690.0996730897782,1710.3966118992848,1741.3803643860022,1747.6014801688689,1764.3548684790585,1765.2350514881234,1788.4165093899576,1778.8531048133743,1776.0926756780527,1756.5601149308952,1776.708989293871,1788.2616489824325,1813.9748668285365,1814.2265973459316,1819.932691937748,1817.6987517260127,1834.98762378468,Asheville,North Carolina,37021,Buncombe,35.5707,-82.5537,316694,784.0,shape,False,True,America/New_York,2,28806 28805 28804 28803 28801 28776 28810 28814 28815 28816,1840013411
15,"Athens-Clarke County, GA(0012020)",230,10,45.05,93710,3.8,24.59,32.16,40.62,55.21,73,51150,66890,84490,114840,151830,2.613,0.25,Athens,GA,394346.0,217.0,"Athens, GA",msa,GA,836.6085214992868,842.2110095307115,859.3733351328002,870.7054056222819,872.7542918090764,872.3650640550906,870.1021851488981,864.9979474942231,871.3947937308923,870.5471307335704,887.896116048071,885.8344439959455,896.0146047734175,891.1419394078534,899.2224498485915,906.676034453087,917.7574383034846,933.0571850344638,934.9361887578566,927.209894454026,926.3078471539106,944.0542157129188,968.0720390777784,965.291627196165,959.2406837092282,956.034177023254,960.6143728082412,958.8720633283416,954.621217578795,957.9114666527418,966.9518898909656,975.8210262775566,995.8259174212146,999.365302497196,1012.518846957187,1008.8352640373134,1028.0433152191565,1035.9032045277804,1043.514027929614,1039.4824409997875,1053.7449256332768,1062.786074292487,1078.2511160765737,1076.796781601974,1084.416615266189,1082.0585867310874,1090.0417783079758,1097.8342759019847,1104.2952943434368,1110.056579832071,1102.077747341901,1105.512023938314,1116.3847949903725,1131.684917077651,1150.2664384905945,1142.7331263850008,1171.2370857603155,1184.6364598222235,1207.8805721875055,1200.2465857965788,1202.268316860908,1205.8308275124075,1196.2895912108734,1186.60953561482,1192.050475695588,1200.6743291120792,1214.337160690876,1224.328680079906,1240.3506278725904,1257.5449154063942,1267.2850408385414,1282.613849523161,1289.5539924041748,1301.4519686747713,1308.4361921507775,1326.9866872039506,1333.223710566475,1350.9793630889485,1359.2338916570843,1391.180652536881,1393.1096279867115,1400.0276987252446,1404.9469507755268,1428.2609922658844,1456.8638149980814,1462.976876549166,1473.5099067656863,1485.941965381529,1513.2875615390508,1544.4683995482824,1575.0090919613249,1585.6531439456553,1594.1227290024883,1585.8315559822918,1591.241056618512,1609.8698280410858,1638.919178593301,1675.0601737341422,1684.0047253937282,1689.3251934283342,1667.5786055924525,1683.6148702951666,1702.5600684748251,1713.7175143909244,1718.2686684660368,Athens,Georgia,13059,Clarke,33.9508,-83.3689,142277,414.8,shape,False,True,America/New_York,2,30601 30605 30607 30622 30602 30606 30609 30683 30603 30608 30612,1840029463
16,"Atlanta-Sandy Springs-Roswell, GA(0012060)",41920,3.8,58.96,122630,1.2,37.37,48.59,59.68,66.57,80.77,77720,101060,124130,138460,167990,15.368,1.48,Atlanta,GA,394347.0,9.0,"Atlanta, GA",msa,GA,1069.0330026347467,1074.707651469461,1078.3058796288265,1089.5525344214986,1097.540040179141,1109.0615219069596,1115.9599044121378,1120.0807910895142,1121.7287550526949,1120.6057925307707,1121.2492850628544,1124.1090134236144,1129.1813325785986,1136.8305976575534,1145.2742936078914,1154.6092438057258,1163.833126307652,1171.9185388189253,1179.4266998478372,1183.4812324665204,1184.966322977005,1183.774359033157,1183.497597310147,1185.4021203026343,1191.027705942591,1200.636218381154,1212.141929197555,1223.7790866547953,1235.6828945003665,1246.407013513803,1255.4319246114112,1259.198218067752,1261.036013392669,1259.3760771735626,1260.8180427658351,1262.259390777241,1269.4351558091892,1277.2898987282554,1289.1142248285098,1301.2283460821411,1313.8334685559923,1323.3929090081383,1328.7429551843984,1331.2295066444703,1332.5418696561892,1338.4664218231912,1343.721597600579,1348.4718752913047,1354.2714847647833,1362.9777233159084,1375.7585689987675,1386.7703895643228,1396.614556067719,1405.2615849680517,1410.486034889459,1415.213321801589,1418.9524595593498,1418.9974341638008,1417.2637630270483,1416.9471304505112,1421.9635467120395,1431.4984088910303,1439.161762020621,1442.0003465173177,1444.0981616779693,1450.6050380830927,1465.455719111657,1479.635543066472,1491.0158888837825,1499.2637643846522,1507.19235216143,1514.564653857405,1525.388678477815,1541.3635014150796,1560.9346498613936,1586.1454741864698,1617.49586457972,1660.1841081515554,1704.4016885567312,1749.9800447366886,1781.0668273528718,1803.6504639890948,1811.6056274803805,1816.8437152991623,1822.248415224504,1830.5305929597305,1845.286404365204,1859.5184178941583,1879.9553456782808,1902.3161530168388,1927.5242637819365,1940.9722155775971,1944.8811218589108,1938.8845036285525,1931.7973014683937,1933.1179514563992,1932.0693698837315,1937.1474191772568,1938.5429804376693,1947.5217910345305,1952.4573121774763,1953.2345167773208,1954.5090374113893,1954.981818464116,1954.523354134443,Atlanta,Georgia,13121,Fulton,33.7628,-84.422,5046555,1419.9,shape,False,True,America/New_York,1,30334 30331 30332 30309 30308 30303 30354 30322 30327 30326 30324 30316 30342 30305 30307 30306 30319 30317 30314 30315 30312 30313 30310 30311 30363 30318 30301 30302 30304 30321 30325 30333 30343 30348 30353 30355 30357 30361 30368 30369 30370 30371 30375 30377 30392 30394 30398 31106 31107 31126 31139 31141 31193 31195 31196,1840013660
17,"Atlantic City-Hammonton, NJ(0012100)",440,8.8,56.31,117130,3.2,32.2,39.99,51.25,66.41,85.85,66980,83180,106590,138130,178580,3.571,0.34,Atlantic City,NJ,394348.0,180.0,"Atlantic City, NJ",msa,NJ,1024.326227296771,1041.8715677875896,1051.833502216199,1051.0002862395606,1073.389956063536,1056.2595124804711,1063.8528434381494,1045.759672135122,1057.7612831300455,1048.9875883510454,1058.0941680289684,1062.132312817327,1084.9072497925329,1096.2809279815715,1083.5797707466272,1085.8974264560152,1083.9637739016423,1107.4293399400565,1094.90958205258,1067.5561367495875,1047.477215627067,1018.772730341084,1023.1758817536262,1031.3184036476575,1075.7446526730844,1098.474736010422,1117.4095814251543,1113.5689267016458,1109.3563828411106,1112.9249395857616,1109.230715525331,1105.3889953672435,1095.4870617097529,1108.7838248487235,1126.9765614240544,1135.8955822254864,1138.9354175368271,1153.181106487698,1161.6356873839825,1168.8786087426963,1148.5220343923245,1147.5447690345356,1144.0108985201557,1151.5112564873257,1151.510345904563,1148.9624274172038,1150.110697938013,1157.8363624297758,1174.6108721590874,1189.2380570795071,1195.7547562811203,1187.608468530644,1187.255081048714,1193.5741276084605,1199.0246798637352,1198.1272800578136,1176.5805845473228,1179.9237591897347,1177.2939075269655,1204.7075651455611,1210.0372472707074,1227.1820690715574,1224.906505312916,1222.4109128837983,1208.3733368337569,1213.1861380694804,1238.089855523159,1268.806385032705,1284.4126372119904,1283.1739112445105,1278.5243959021236,1279.1819309960588,1308.3859392025636,1327.993815271992,1362.535147035581,1394.8289685738937,1448.784877597072,1454.8087949183869,1465.896337128753,1483.4070900568545,1534.3807900432337,1544.823610568699,1528.9446990954343,1536.0833744124045,1577.6469043710367,1643.8462933567755,1665.209944297534,1701.8660868411991,1695.7727421059085,1751.5886747005416,1748.3216643100743,1781.3327091227934,1745.1468621444028,1734.884960684432,1732.3000260022386,1728.053818868467,1693.7114453147035,1644.7784611119089,1658.222872540303,1718.736069776141,1791.949846414337,1831.4076070808069,1819.232720273975,1839.348678122475,1825.5245559038665,Atlantic City,New Jersey,34001,Atlantic,39.3797,-74.4527,236314,1356.1,shape,False,True,America/New_York,2,08401 08404 08405,1840003798
18,"Auburn-Opelika, AL(0012220)",230,7.4,42.53,88460,4.2,21.47,30.17,39.77,51.65,63.77,44670,62750,82730,107430,132640,3.721,0.36,Auburn,AL,394351.0,253.0,"Auburn, AL",msa,AL,,,,,,,,,,,,,,,,,,,1079.946487620962,1045.6519972164,1046.7071242823242,1025.949517311107,1047.8343880711225,1030.4148317601064,1062.8499082505884,1072.074053590039,1090.0722651293947,1081.5258255316994,1090.233785325447,1090.892384861486,1099.642478025807,1110.3714947521069,1109.8495019945371,1114.5077885507046,1111.2103537609958,1102.5819359271395,1107.2277037082088,1111.9554853615675,1145.2564148547867,1149.5061791133517,1154.2619099949586,1148.4729915255082,1151.9901754766909,1147.619743772734,1144.1568399860596,1148.38328409734,1152.962975099352,1160.9460494992354,1166.657529969646,1180.1876534330988,1187.1147181757362,1197.7473508164044,1204.269714204205,1222.2651139497275,1211.963653453775,1214.557233354862,1201.0507186468192,1205.016773638683,1204.3668740680766,1204.2540016230218,1216.7887521658938,1216.9099950614593,1217.1226238329075,1208.1726853646846,1211.168234060475,1228.6338038112765,1238.000007102436,1245.9764982580816,1241.0458637506113,1237.2509046774971,1245.3012033935668,1246.713062854942,1260.552419525861,1252.9653904553356,1264.1450024127842,1274.082579512892,1280.8634014326033,1293.1176550627613,1309.2493537940895,1336.76027037044,1343.8237978409009,1366.2624414952563,1367.9794034458514,1394.2400962112447,1381.8851174948877,1373.6325260836609,1365.745322183774,1374.5344688218424,1403.779408528071,1423.8516704786994,1460.416596603251,1475.288319705396,1484.2177471920943,1475.1411262878762,1460.5533835735212,1445.7574206757934,1451.777601849559,1467.8384949459462,1506.5086779081091,1514.055737645914,1546.499070080666,1551.0669207115798,1580.977936213283,1562.9712177616163,1561.872023809524,Auburn,Alabama,1081,Lee,32.6087,-85.4903,91047,414.4,shape,False,True,America/Chicago,3,36849 36832 36830 36831,1840013810
19,"Augusta-Richmond County, GA-SC(0012260)",520,6.3,54.66,113690,2.7,28.44,39.77,52.5,63.27,81.26,59150,82710,109210,131600,169020,2.311,0.22,Augusta,GA,394352.0,96.0,"Augusta, GA",msa,GA,879.0178225197743,882.7842195608929,886.5659386662443,890.5793125852324,898.8133265617546,903.7686968403596,905.6053807387436,904.7001867010556,905.8799624418242,905.567150851646,905.838305893841,905.3821810999516,907.2485353120768,912.542420584475,915.167847084982,917.7769307329136,923.0025989979928,928.0186023625616,937.3132739064127,936.8492110659346,941.3084811536808,940.5251117167284,935.262120239097,935.625407293234,931.5987189853744,936.2817284076364,938.2226947940146,944.228554501619,951.9421872168944,951.8932103045896,954.1399914088572,954.3261428235116,957.261122684866,960.6351238887252,965.5147818254966,966.8708296488182,968.7662322900634,965.9698056841844,972.90114242705,978.1553880977314,990.4919179147948,994.9229731536482,997.227672130582,993.3254073347974,992.9025301056882,992.0884462197096,993.4834034316274,995.4231172554814,999.4673458356284,1008.7632048912108,1016.0535557669388,1024.630668532053,1031.4617171243683,1036.7834017493362,1037.2472797457403,1037.6645637808545,1040.1327445233562,1042.28038498254,1044.5302299081225,1046.7284533602535,1054.8949269766035,1058.6239756848547,1067.6004892208432,1071.3584840898804,1078.5441368475551,1085.301863366807,1100.650502486054,1118.2663160208394,1130.6843870348468,1134.8277007672823,1135.2846527642664,1138.5652229477255,1144.6638434807185,1146.994474486411,1157.638210099074,1175.8316437230403,1198.4481335177427,1225.6725897145,1244.8767418880595,1266.1884465106014,1274.5743892409946,1289.4112258429343,1297.2919132440136,1300.1792638065915,1297.4108248955326,1311.3903334952752,1328.973220094565,1346.6867880918007,1356.217926377407,1366.497093183949,1375.99360144554,1379.4704096425685,1379.3798384341233,1375.4094052611274,1379.5689700854475,1387.45817326781,1398.905037657034,1405.801413881744,1418.3933451955882,1429.7516748042692,1439.7862908778854,1442.6730282250371,1447.415773454853,1451.875751250299,1457.041347796821,Augusta,Georgia,13245,Richmond,33.3645,-82.0708,409668,252.3,shape,False,True,America/New_York,2,30912 30815 30812 30907 30906 30904 30909 30905 30901 30805 30903 30914 30916 30917 30919 30999,1840029462
20,"Austin-Round Rock, TX(0012420)",24040,5.9,56.91,118370,4.4,32.58,41.13,52.72,66.77,81.95,67770,85540,109650,138880,170450,20.423,1.97,Austin,TX,394355.0,29.0,"Austin, TX",msa,TX,1248.428675800084,1261.1768145439644,1269.131520041339,1275.9103139536776,1288.85541479092,1298.1639650304242,1305.4710514169255,1308.690456825606,1305.4365503202748,1298.7488854194075,1295.3747487022088,1301.5088938731574,1307.9054660069512,1314.7196031692852,1319.6184295671824,1329.7197805191445,1339.4700353168153,1348.3064696989427,1354.9201964737288,1327.3071084702435,1323.167492424465,1309.7226631401925,1304.8073030232213,1302.5760090661893,1314.9575312342213,1352.7997586340557,1369.690897251298,1378.3449766817523,1383.6770667032874,1387.857695403414,1387.3157248974958,1382.2036778130105,1373.1765851130306,1366.4617383749824,1368.5948293962488,1366.9364764705392,1368.9543861845684,1374.7938048242231,1385.2862971772877,1397.46348834147,1405.3375947847524,1416.350375858037,1429.9612924594728,1434.2915088240811,1432.7609807978104,1426.120724723283,1428.2948880411195,1428.412161114415,1431.6995406699648,1438.9583389161517,1454.164589709075,1465.4256508759042,1473.98058150918,1480.5843377765989,1489.8173082182996,1495.3971011682934,1496.7579266161515,1496.5669976588008,1494.1315092786017,1493.3231378956698,1496.5420836874084,1503.605718130702,1512.3901978219767,1508.1511696146465,1498.0995937719272,1491.6407410023014,1494.5319688572808,1497.722894972792,1491.4278004492112,1485.101707226219,1485.0956589011985,1487.7804020734316,1494.250438393511,1504.8972929547494,1525.8631543799452,1558.615536612807,1601.4424356822583,1654.6932877990148,1710.0103225218552,1758.412166834182,1790.3209878926875,1804.4713700391271,1803.0994953507995,1808.498400903739,1811.471913035172,1830.733819757084,1847.509024840169,1875.465659796493,1902.88101445018,1930.255605435632,1949.499683354527,1949.9532256772256,1939.0879218284604,1919.6012109248104,1900.6461898806083,1889.1961622737529,1887.3145579171244,1892.6175403097263,1900.9752641978248,1903.7725901960885,1910.7885799216008,1911.6526455781884,1913.9402016597885,1901.9294454744463,1885.032857414146,Austin,Texas,48453,Travis,30.3005,-97.7522,1659251,1165.6,shape,False,True,America/Chicago,1,78749 78748 78741 78742 78745 78744 78747 78746 78717 78712 78719 78617 78739 78735 78736 78730 78731 78732 78733 78705 78704 78701 78703 78702 78758 78759 78752 78753 78750 78751 78756 78757 78754 78652 78723 78722 78721 78727 78726 78725 78724 78729 78728 73301 73344 78651 78708 78709 78710 78711 78713 78714 78715 78718 78720 78755 78760 78761 78762 78763 78765 78766 78767 78768 78772 78773 78774 78778 78779 78783 78799,1840019590
21,"Bakersfield, CA(0012540)",810,4.6,64.7,134580,1.5,39.11,50.41,63.12,76.68,84.92,81360,104850,131300,159490,176640,2.503,0.24,Bakersfield,CA,394357.0,63.0,"Bakersfield, CA",msa,CA,981.7311596931834,983.9746942390472,993.5794286803394,998.0102981189448,1004.6128949751336,1002.703225717825,1004.5464203681236,1000.737095810768,999.062627602584,999.9768892065372,1001.031495880098,1002.6289268323928,1003.9718310904676,1005.91489845555,1012.4931430269626,1015.2289410196942,1017.0758350842682,1022.83098616342,1032.897240924763,1038.3988650247825,1036.3337696314732,1026.1678584548642,1021.0965932355132,1020.9696404718984,1030.7309146792063,1038.3253368681667,1041.97026578814,1044.1278840545715,1049.3716979445046,1053.036562140495,1056.9680858872837,1058.546109090433,1064.5063505643595,1062.1513581919082,1060.898950127585,1061.8610837189435,1067.3247799137237,1075.0377223574776,1079.392747782006,1083.2477644791811,1089.9003700656474,1093.937413669846,1100.163953638352,1103.9148955429082,1109.931227773625,1112.0627845318877,1112.9413604983956,1115.4812501615231,1120.0959212950916,1128.366300953712,1137.9801973401416,1149.1812599990355,1154.9902959395242,1159.2773059425622,1162.777072318387,1167.102906844513,1170.0475849091715,1172.679438914412,1176.0831426775894,1179.622622942171,1183.8796096618594,1188.4742231240955,1193.7514548184029,1195.074780115372,1199.8020985412304,1212.9920767034268,1237.288779336145,,1271.656697032016,1281.7409463295628,1279.3745281682914,1294.6211354189725,1312.9809014709665,1320.3368038148556,1327.1419061933386,1334.8003069478182,1365.4083272888745,1397.3255526269654,1402.4291419021697,1410.5018022431204,1442.362592804643,1472.0081246941645,1509.20189563229,1516.3575285684592,1539.2264817754428,1558.5961438710854,1571.541784593241,1582.4929558872473,1597.8867326795407,1619.80582821503,1638.9084952091937,1635.598347278789,1641.9591733095276,1647.6262103660586,1643.1908362450026,1631.5500653546894,1622.0520768110346,1628.106966867737,1645.0351932326855,1671.4924686603738,1680.2569690079797,1685.9890407283428,1689.4528987859078,1703.0047358546492,1707.7838039956202,Bakersfield,California,6029,Kern,35.3529,-119.0359,590845,979.0,shape,False,True,America/Los_Angeles,2,93306 93307 93304 93305 93301 93309 93314 93311 93313 93312 93302 93383 93384 93385 93387 93389 93390,1840019148
22,"Baltimore-Columbia-Towson, MD(0012580)",14230,3.3,67.24,139870,2.2,39.53,50,63.61,82.86,103.91,82230,104000,132320,172360,216140,10.991,1.06,Baltimore,MD,394358.0,20.0,"Baltimore, MD",msa,MD,1386.4640491988305,1391.9765672047424,1397.7055924027727,1406.443712191263,1414.2469356038698,1418.803974199598,1422.7312912037305,1421.540689698238,1421.9062830228036,1418.6284640559209,1415.436564008105,1413.6368047626663,1415.8009792971325,1422.234687647666,1425.7415161059691,1432.794842598772,1437.2125830552077,1442.9969783589088,1438.5377516578867,1430.5727540094967,1424.414106373962,1421.5347867312444,1414.5312854269005,1405.651164608107,1411.6374044695665,1425.555046238909,1441.4328433402395,1445.9632551943628,1455.5449529734906,1461.9443527041228,1465.408014514194,1457.6142613840873,1451.2826663570163,1447.3919719295975,1442.9413189718,1444.5153551380547,1444.4208799999,1456.1192157271475,1462.6247996962347,1471.13851404774,1475.3047916331398,1477.7486939307196,1480.4418753827406,1477.5940827686552,1474.8853706498107,1470.377999479862,1468.872248209278,1472.457262009247,1475.8986283876905,1483.6629442722867,1492.1665042395643,1502.068355080668,1508.021612307544,1510.9893130108694,1514.285257512082,1514.02816534127,1511.3010336336035,1505.9279068738283,1505.2279012939352,1507.2679003216997,1513.4102997634654,1518.4263713190282,1521.7517512034876,1519.631235795334,1518.5679167220014,1520.2781062191486,1526.7643443789427,1529.6143925950948,1533.1335900848487,1537.781564018023,1543.7438815837086,1551.105687169669,1554.4623539907536,1565.0278527340447,1573.1364672345132,1593.2472463179654,1616.7148211457793,1645.6476776977468,1673.3440519571477,1698.5004407033923,1715.768923075585,1710.8513943384585,1713.1300967079912,1717.212120577757,1736.5554838020732,1741.7437718804124,1752.160361941672,1766.6287228033548,1783.4325450745082,1800.098955401866,1808.5242534245008,1811.355832746736,1807.5776069172011,1799.1405517842798,1792.2586109542829,1787.8707845263389,1794.9424900508125,1806.5397689093395,1817.396694952056,1823.563844293912,1833.434204330392,1844.840919113208,1856.630306184191,1857.7840901036789,1858.544831697414,Baltimore,Maryland,24510,Baltimore,39.3051,-76.6144,2205092,2872.8,shape,False,True,America/New_York,1,21218 21211 21210 21213 21212 21215 21214 21217 21216 21233 21231 21230 21239 21251 21209 21202 21206 21207 21205 21287 21201 21223 21224 21225 21226 21229 21203 21263 21264 21270 21273 21275 21278 21279 21281 21290 21297 21298,1840001592
